customer_id,gender,age,region,tenure_months,contract_type,internet_service,monthly_gb_download,streaming_package,tech_support_calls,payment_method,monthly_charges,total_charges,late_payments,account_manager,last_login_date,credit_score,churn_label
1858,Male,33,South,2,Two year,DSL,25,No,3,Bank transfer,63.38,126.77,0,0,2023-06-29,757,0
1859,Male,68,East,45,Two year,Fiber optic,75,No,3,Electronic check,29.3,1318.66,1,1,2023-06-08,556,0
1860,Male,29,South,16,Month-to-month,Fiber optic,28,Yes,1,Bank transfer,76.13,1218.07,0,0,2023-12-02,,0
1861,Female,70,South,23,Month-to-month,No,0,No,1,Credit card,34.39,790.88,0,0,2023-12-24,471,0
1862,Female,22,South,36,Month-to-month,No,0,No,1,Electronic check,55.36,1992.95,0,0,2023-12-06,572,0
1863,Male,44,West,4,Month-to-month,DSL,6,Yes,3,Credit card,75.48,301.91,2,0,2023-07-20,493,1
1864,male,29,West,1,One year,No,0,Yes,0,Mailed check,63.63,63.63,0,0,2023-03-08,411,0
1865,Female,34,West,43,One year,DSL,19,No,0,Credit card,77.51,3333.06,0,0,2023-11-01,322,0
1866,Female,23,South,8,One year,DSL,1,No,0,Mailed check,90.41,723.27,0,0,2023-12-29,,0
1867,Female,22,North,3,Two year,No,0,No,2,Mailed check,35.26,158.685,2,0,2023-02-13,501,0
1868,Male,74,South,13,Two year,DSL,32,No,0,Bank transfer,68.07,884.88,0,0,2023-06-08,,0
1869,Male,45,South,19,Month-to-month,DSL,32,Yes,0,Electronic check,20,380,0,0,2023-10-14,,1
1870,Female,76,East,1,Month-to-month,DSL,15,Yes,3,Bank transfer,77.42,77.42,0,0,2023-07-12,807,1
1871,Male,50,West,7,Month-to-month,Fiber optic,42,No,1,Electronic check,60.98,426.83,0,0,2023-11-26,665,0
1872,Male,79,West,1,Month-to-month,Fiber optic,48,Yes,1,Credit card,40.5,60.75,0,0,2023-06-18,830,0
1873,m,67,West,11,One year,Fiber optic,51,Yes,0,Mailed check,79.47,1311.285,0,0,2023-03-07,345,0
1874,Female,36,South,46,One year,DSL,21,Yes,0,Mailed check,105.18,4838.32,0,1,2023-12-10,334,0
1875,Female,83,East,82,One year,Fiber optic,61,Yes,1,Mailed check,55.72,4569,0,0,2023-12-26,501,0
1876,Female,64,South,21,Two year,No,0,No,0,Credit card,41.66,874.77,2,1,2023-12-17,834,0
1877,Male,56,North,4,Two year,No,0,Yes,0,Credit card,74.95,299.8,0,0,2023-09-27,664,0
1878,Female,50,East,48,Month-to-month,DSL,18,Yes,1,Bank transfer,29.93,1436.73,0,1,2023-02-17,769,0
1879,Female,30,North,15,One year,No,0,No,0,Bank transfer,50.19,752.83,3,0,2023-11-27,599,0
1880,Male,71,South,4,Month-to-month,Fiber optic,68,Yes,1,Electronic check,106.67,426.69,0,0,2023-12-10,715,0
1881,Female,24,South,51,Month-to-month,DSL,24,No,0,Electronic check,71.87,3665.13,0,1,2023-08-05,645,0
1882,Female,31,East,29,Month-to-month,DSL,13,No,1,Mailed check,20,580,0,0,2023-09-18,648,0
1883,Male,36,West,27,Month-to-month,DSL,33,Yes,1,Credit card,20,540,1,1,2023-07-05,489,0
1884,Male,71,South,25,Month-to-month,Fiber optic,22,Yes,1,Credit card,74.86,1871.56,1,0,2023-01-10,702,1
1885,Male,37,West,5,Month-to-month,DSL,19,No,1,Bank transfer,95.87,719.04,0,0,2023-07-05,648,1
1886,Female,46,South,5,One year,Fiber optic,69,Yes,1,Bank transfer,21.47,107.36,1,0,2023-06-08,672,0
1887,Female,41,South,24,One year,DSL,12,No,1,Electronic check,83.49,2003.79,2,0,2023-04-03,804,0
1888,Female,80,East,5,Month-to-month,No,0,No,2,Electronic check,109.91,549.55,0,0,2023-04-20,590,0
1889,Male,74,East,12,Month-to-month,DSL,23,Yes,1,Bank transfer,126.64,1519.63,0,1,2023-06-24,410,0
1890,Male,25,West,31,Two year,No,0,No,1,Bank transfer,79.94,2478.04,1,0,2023-09-06,,0
1891,Female,79,South,31,Month-to-month,No,0,No,0,Credit card,85.2,2641.33,1,0,2023-04-09,600,0
1892,Female,46,East,13,Two year,DSL,25,Yes,0,Electronic check,20,260,2,0,2023-04-26,,0
1893,Male,34,East,32,One year,Fiber optic,32,Yes,0,Bank transfer,132.99,4255.76,0,0,2023-03-12,822,0
1894,Male,83,West,37,Month-to-month,DSL,19,No,2,Bank transfer,52.74,1951.21,0,0,2023-03-21,,0
1895,Male,23,North,22,Month-to-month,No,0,Yes,1,Mailed check,42,923.91,0,0,2023-02-09,496,0
1896,Male,75,West,6,Month-to-month,Fiber optic,46,No,1,Bank transfer,62.34,374.06,0,0,2023-06-01,690,0
1897,Female,45,East,7,Month-to-month,DSL,14,Yes,1,Bank transfer,115.35,807.45,0,0,2023-02-21,354,0
1898,Male,79,South,8,Month-to-month,DSL,43,No,2,Credit card,136.24,1089.93,0,1,2023-09-17,,0
1899,Female,58,South,3,One year,DSL,12,Yes,1,Bank transfer,73.76,221.29,1,0,2023-10-04,318,0
1900,Female,58,South,7,Month-to-month,No,0,Yes,0,Electronic check,99.94,699.6,1,0,2023-09-27,,0
1901,Female,66,East,5,One year,Fiber optic,70,Yes,3,Mailed check,71.3,356.48,0,0,2023-01-20,772,0
1902,Male,66,West,13,One year,No,0,Yes,1,Credit card,38.87,505.26,0,0,2023-12-05,308,0
1903,Male,20,East,48,Month-to-month,DSL,16,Yes,0,Electronic check,114.3,5486.51,0,0,2023-06-22,324,0
1904,Male,27,East,3,Month-to-month,DSL,9,No,0,Mailed check,51.34,154.01,0,0,2023-11-13,605,0
1905,Male,52,East,26,Month-to-month,No,0,No,1,Mailed check,116.07,3017.71,1,0,2023-03-09,733,0
1906,Female,19,North,24,Month-to-month,DSL,21,Yes,2,Bank transfer,108.96,2614.95,0,1,2023-11-02,721,0
1907,Male,41,South,3,One year,No,0,No,2,Mailed check,88.42,265.26,0,0,2023-07-12,356,0
1908,Male,55,South,52,Month-to-month,DSL,26,Yes,0,Mailed check,124.87,6493.2,0,0,2023-03-20,833,0
1909,male,39,South,17,One year,DSL,29,No,1,Bank transfer,136.97,2328.5,2,0,2023-03-25,847,0
1910,Male,43,North,10,Month-to-month,Fiber optic,81,No,0,Credit card,64.74,647.43,0,0,2023-04-03,478,0
1911,Female,60,East,29,Month-to-month,No,0,No,1,Bank transfer,45.74,1326.35,0,1,2023-12-21,367,0
1912,Female,72,South,6,One year,No,0,Yes,3,Credit card,20,120,0,0,2023-11-16,795,0
1913,Female,56,South,24,One year,DSL,49,Yes,1,Mailed check,137.34,3296.17,1,0,2023-03-26,300,0
1914,Female,46,South,1,Month-to-month,DSL,22,No,0,Electronic check,56.81,56.81,1,0,2023-08-13,347,0
1915,MALE,37,North,37,Month-to-month,Fiber optic,36,No,0,Credit card,104.05,3849.89,0,0,2023-01-23,716,0
1916,Female,58,West,12,One year,Fiber optic,59,No,1,Credit card,47.76,573.15,0,0,2023-07-30,496,0
1917,male,71,West,21,Month-to-month,Fiber optic,44,No,1,Credit card,116.15,2439.11,1,0,2023-07-06,347,0
1918,Female,37,East,6,Month-to-month,DSL,29,Yes,0,Credit card,49,293.98,1,0,2023-12-13,654,0
1919,Male,36,North,23,One year,No,0,Yes,1,Mailed check,34.25,787.71,0,0,2023-05-02,533,0
1920,Male,83,West,30,Month-to-month,Fiber optic,24,No,3,Electronic check,63.74,1912.34,0,0,2023-08-16,736,0
1921,Male,47,West,13,One year,No,0,Yes,3,Credit card,54.05,702.61,1,1,2023-11-09,389,0
1922,Male,70,West,20,One year,Fiber optic,97,No,2,Electronic check,87.89,1757.78,0,0,2023-05-26,668,0
1923,Female,51,North,13,One year,Fiber optic,67,Yes,2,Mailed check,68.46,889.96,0,0,2023-08-18,468,0
1924,Male,39,East,45,One year,No,0,No,0,Credit card,88.83,3997.4,0,1,2023-04-30,662,0
1925,Female,84,West,14,One year,Fiber optic,16,Yes,1,Electronic check,61.27,857.77,1,0,2023-10-01,476,0
1926,Male,23,East,37,One year,No,0,No,1,Credit card,50.05,1851.73,1,0,2023-05-03,799,0
1927,Male,44,East,33,Two year,No,0,Yes,0,Credit card,52.49,2598.42,1,0,2023-06-08,432,0
1928,Male,27,South,11,Month-to-month,Fiber optic,35,No,0,Mailed check,131.35,1444.83,0,0,2023-08-29,471,0
1929,Female,65,East,6,Month-to-month,Fiber optic,66,Yes,2,Credit card,76.76,690.795,2,1,2023-04-10,829,1
1930,Male,76,North,11,One year,DSL,31,No,0,Electronic check,20,220,0,0,2023-07-08,740,0
1931,Female,76,East,35,One year,DSL,7,No,1,Electronic check,54.39,2855.67,1,0,2023-12-14,411,0
1932,Female,19,North,6,Month-to-month,DSL,27,Yes,1,Mailed check,72.91,437.44,1,0,2023-10-20,339,0
1933,m,46,South,15,Two year,DSL,0,Yes,1,Bank transfer,125.36,2820.645,0,0,2023-08-14,401,0
1934,Male,82,South,33,Month-to-month,DSL,19,Yes,1,Bank transfer,100.86,3328.41,0,0,2023-08-25,668,1
1935,Male,43,East,9,One year,DSL,31,No,3,Mailed check,42.35,381.14,0,0,2023-05-25,473,0
1936,Female,27,North,21,One year,DSL,14,No,1,Mailed check,142.55,2993.56,0,0,2023-07-15,640,0
1937,Male,70,East,6,Two year,Fiber optic,19,No,3,Bank transfer,69.07,414.39,1,1,2023-09-15,495,1
1938,Female,76,West,3,Month-to-month,DSL,21,Yes,2,Bank transfer,107.39,322.17,1,1,2023-09-28,481,0
1939,MALE,39,North,32,One year,DSL,13,No,4,Electronic check,35.35,1131.19,0,1,2023-08-03,622,0
1940,Male,68,North,3,Month-to-month,Fiber optic,62,Yes,2,Electronic check,20,60,0,0,2023-03-24,412,0
1941,Male,65,North,7,Month-to-month,Fiber optic,32,No,0,Electronic check,27.75,194.23,1,0,2023-04-13,534,0
1942,Female,38,West,39,Month-to-month,Fiber optic,34,No,0,Bank transfer,20,780,0,0,2023-11-06,804,0
1943,m,39,East,9,One year,Fiber optic,9,No,0,Mailed check,133.36,1200.26,1,0,2023-03-12,370,1
1944,Female,47,South,73,Month-to-month,No,0,Yes,1,Credit card,76.44,5579.83,2,0,2023-05-09,518,0
1945,Male,42,North,78,Month-to-month,Fiber optic,53,No,0,Electronic check,42.26,3296.33,0,0,2023-01-27,816,0
1946,Female,45,East,7,One year,Fiber optic,46,No,1,Credit card,83.58,585.05,1,0,2023-11-25,464,0
1947,Male,82,West,1,One year,No,0,Yes,0,Mailed check,75.68,75.68,0,1,2023-09-04,812,0
1948,Female,62,West,25,One year,No,0,No,0,Bank transfer,88.63,2215.7,0,0,2023-07-10,680,0
1949,Female,24,East,12,Two year,Fiber optic,26,Yes,0,Electronic check,106.29,1275.43,1,0,2023-10-11,483,0
1950,Male,66,North,3,Month-to-month,Fiber optic,53,No,1,Bank transfer,61.3,183.91,3,0,2023-02-22,,1
1951,Female,26,North,25,Two year,DSL,30,No,1,Mailed check,43.6,1090.12,1,1,2023-12-31,747,0
1952,Male,53,North,1,Two year,Fiber optic,45,Yes,0,Electronic check,94.83,94.83,0,1,2023-09-22,307,1
1953,Male,18,South,41,Month-to-month,No,0,No,1,Mailed check,94.07,3856.87,1,0,2023-03-05,681,0
1954,Female,27,North,3,Month-to-month,Fiber optic,55,Yes,0,Mailed check,73.02,219.07,1,0,2023-05-26,681,0
1955,Male,53,South,3,Month-to-month,No,0,Yes,0,Electronic check,135.33,405.98,1,0,2023-02-12,747,0
1956,Male,63,South,4,Month-to-month,Fiber optic,55,No,,Credit card,56.87,227.46,0,0,2023-03-24,453,1
1957,Female,49,West,65,One year,No,0,No,1,Electronic check,43,2795.28,0,0,2023-05-20,333,0
1958,Male,49,East,24,One year,Fiber optic,25,No,3,Bank transfer,82.54,1981.03,0,0,2023-08-19,796,0
1959,Male,23,West,33,One year,DSL,40,No,1,Credit card,49.75,1641.81,0,0,2023-09-20,321,0
1960,Male,65,East,11,One year,Fiber optic,40,No,0,Electronic check,84.87,933.52,2,0,2023-03-17,679,1
1961,Female,55,North,9,Month-to-month,DSL,26,Yes,0,Electronic check,45.01,405.09,0,0,2023-08-12,447,0
1962,Male,34,East,6,Two year,DSL,27,Yes,1,Electronic check,57.99,347.96,0,0,2023-02-16,398,0
1963,Female,44,South,14,Month-to-month,No,0,Yes,1,Electronic check,126.73,1774.15,0,0,2023-04-24,830,0
1964,Female,71,East,17,Two year,DSL,18,Yes,4,Electronic check,57.83,983.15,0,0,2023-08-19,570,0
1965,Male,67,South,20,Month-to-month,Fiber optic,62,Yes,1,Bank transfer,46.03,920.69,0,0,2023-06-28,300,0
1966,Male,52,West,6,Two year,DSL,22,No,1,Mailed check,105.12,630.72,1,0,2023-01-14,586,0
1967,Male,42,South,60,Month-to-month,DSL,5,Yes,0,Bank transfer,38.47,2308.12,0,0,2023-08-01,479,0
1968,Female,45,South,4,Month-to-month,No,0,Yes,1,Mailed check,49.21,196.85,1,1,2023-01-28,555,0
1969,Male,32,West,68,Month-to-month,DSL,16,No,1,Electronic check,87.3,5936.18,1,0,2023-07-22,473,0
1970,Male,21,North,1,One year,Fiber optic,37,No,0,Bank transfer,98.15,98.15,1,1,2023-09-15,,0
1971,Male,44,East,14,Two year,Fiber optic,40,No,0,Mailed check,106.61,1492.6,2,0,2023-07-11,831,0
1972,Male,43,East,9,Month-to-month,Fiber optic,23,No,1,Mailed check,47.58,428.25,0,0,2023-05-01,489,1
1973,MALE,36,West,12,Two year,No,0,Yes,2,Electronic check,87.88,1054.56,0,0,2023-07-17,342,0
1974,Female,34,West,17,One year,Fiber optic,72,No,0,Electronic check,56.02,952.28,0,0,2023-02-11,816,0
1975,Female,60,West,12,One year,Fiber optic,82,Yes,0,Credit card,51.83,621.96,1,0,2023-07-11,365,0
1976,Male,58,North,11,Two year,No,0,No,1,Credit card,106.1,1167.06,1,0,2023-04-25,695,0
1977,Male,59,West,27,Month-to-month,DSL,29,No,2,Mailed check,53.51,1444.86,0,0,2023-01-15,550,0
1978,Male,67,East,24,Month-to-month,Fiber optic,75,Yes,4,Credit card,78.35,1880.31,1,0,2023-06-13,427,0
1979,Male,57,East,36,Two year,No,0,Yes,0,Bank transfer,74.67,2688.03,0,0,2023-02-20,487,0
1980,Female,56,North,6,Two year,Fiber optic,43,No,3,Mailed check,37.88,227.26,4,1,2024-01-01,482,1
1981,Male,40,East,19,Two year,No,0,Yes,1,Bank transfer,98.98,1880.67,0,0,2023-11-29,711,0
1982,Female,69,West,18,Two year,Fiber optic,37,No,0,Credit card,86.81,1562.55,2,1,2023-06-21,378,0
1983,Female,64,West,10,Month-to-month,No,0,No,1,Bank transfer,20,200,0,0,2023-03-16,318,0
1984,Male,80,South,14,Two year,No,0,Yes,1,Mailed check,78.32,1096.52,0,0,2023-03-12,777,0
1985,Female,60,North,8,Month-to-month,DSL,12,Yes,1,Bank transfer,46.81,374.49,1,1,2023-01-20,,1
1986,Female,65,South,4,Two year,DSL,26,Yes,0,Mailed check,102.91,411.65,1,0,2023-05-27,521,1
1987,Female,51,West,5,Month-to-month,Fiber optic,54,No,1,Credit card,26.64,133.19,1,0,2023/13/01,,1
1988,Female,57,East,3,One year,Fiber optic,48,Yes,0,Mailed check,59.31,177.92,0,0,2023-12-23,,0
1989,Male,78,South,23,One year,DSL,32,Yes,0,Credit card,80.86,1859.8,1,0,2023-03-13,526,0
1990,Male,67,North,22,Month-to-month,DSL,24,No,2,Electronic check,71.63,1575.86,0,0,2023-12-28,,0
1991,Female,84,South,61,Month-to-month,DSL,11,Yes,0,Credit card,92.89,5666.21,0,0,2023-08-29,574,0
1992,Male,79,South,27,Two year,No,0,Yes,2,Mailed check,24.45,660.08,0,1,2023-08-18,,0
1993,Male,75,West,2,Two year,Fiber optic,36,Yes,2,Mailed check,119.56,358.665,0,0,2023-11-12,472,0
1994,m,50,East,44,Month-to-month,Fiber optic,63,Yes,3,Electronic check,85.75,3773.19,3,0,2023-01-03,626,1
1995,Male,33,South,40,One year,DSL,30,No,3,Electronic check,110.79,4431.66,0,0,2023-02-10,514,0
1996,Male,65,East,12,One year,DSL,25,Yes,2,Credit card,96.23,1154.73,0,1,2023-01-10,527,0
1997,Female,27,North,18,Month-to-month,DSL,38,No,2,Bank transfer,69.65,1253.73,1,0,2023-05-12,406,0
1998,Male,55,West,75,Month-to-month,DSL,36,No,1,Bank transfer,31.47,2360.55,1,1,2023-04-21,458,0
1999,Male,36,South,16,Two year,No,0,Yes,1,Electronic check,53.09,849.49,0,0,2023-03-18,435,0
2000,Male,53,South,48,One year,No,0,No,0,Credit card,117.69,5648.97,0,0,2023-10-08,329,0
2001,Male,76,South,2,One year,DSL,24,Yes,0,Electronic check,111.56,223.13,1,0,2023-11-08,397,0
2002,Female,80,East,5,One year,DSL,11,No,0,Electronic check,51.41,257.06,0,1,2023-09-28,822,0
2003,Female,63,East,12,Month-to-month,DSL,6,Yes,0,Mailed check,20,240,2,0,2023-08-05,641,0
2004,Female,20,East,18,Month-to-month,Fiber optic,42,No,2,Mailed check,63.62,1145.15,0,0,2023-02-26,467,1
2005,Female,82,South,34,Month-to-month,DSL,27,No,0,Mailed check,61.37,2086.54,0,0,2023-05-28,510,0
2006,Male,25,South,89,Month-to-month,DSL,38,No,1,Electronic check,62.51,5563.11,0,0,2023-05-02,484,0
2007,Female,68,North,10,One year,DSL,24,No,3,Credit card,85.86,858.56,1,0,2023-06-04,731,0
2008,Male,23,East,1,Two year,Fiber optic,73,No,2,Bank transfer,96.29,96.29,1,1,2023-03-04,,0
2009,Male,56,North,33,Month-to-month,Fiber optic,45,No,1,Bank transfer,99.71,3290.4,0,0,2023-01-25,338,0
2010,Male,77,East,19,Month-to-month,Fiber optic,62,Yes,0,Mailed check,83.37,1584.05,1,1,2023-05-03,686,0
2011,Male,45,West,5,One year,DSL,28,No,1,Credit card,20,100,2,0,2023-08-03,,0
2012,Male,71,West,14,Two year,No,0,Yes,0,Mailed check,59.76,836.7,0,0,2023-11-24,414,0
2013,Female,54,South,28,One year,No,0,No,0,Credit card,139.12,3895.44,0,0,2023-11-15,,0
2014,Female,26,South,30,Two year,DSL,0,Yes,1,Credit card,81.23,2436.8,1,0,2023-08-23,603,0
2015,Female,73,North,14,One year,DSL,15,No,5,Credit card,81.03,1134.48,0,0,2023-02-02,608,0
2016,Female,76,East,8,One year,Fiber optic,68,No,0,Electronic check,80.78,646.28,0,1,2023-02-26,402,0
2017,Male,19,West,73,Month-to-month,DSL,22,No,1,Credit card,82.46,6019.68,1,0,2023-09-13,401,0
2018,Female,78,South,22,Month-to-month,Fiber optic,26,No,0,Electronic check,20,440,0,1,2023-11-02,389,0
2019,Male,75,South,11,Month-to-month,Fiber optic,1,No,2,Bank transfer,62.81,690.96,1,0,2023-10-02,417,0
2020,Female,77,West,7,One year,Fiber optic,42,No,1,Bank transfer,68.86,482.04,0,1,2023-01-09,438,0
2021,Male,57,West,27,Two year,DSL,19,No,1,Electronic check,108.44,2928.01,1,0,2023-11-20,602,0
2022,Male,53,South,6,Two year,Fiber optic,32,No,1,Bank transfer,71.43,428.58,0,0,2023-09-21,816,0
2023,Female,54,East,4,Month-to-month,No,0,Yes,1,Bank transfer,20.6,82.42,0,0,2023-10-22,508,0
2024,Male,35,North,16,Month-to-month,DSL,21,Yes,1,Mailed check,82.9,1326.44,0,0,2023-05-04,386,0
2025,Male,80,North,7,Month-to-month,Fiber optic,60,No,0,Electronic check,45.89,321.2,0,1,2023-03-15,618,0
2026,Female,39,West,20,Month-to-month,DSL,26,Yes,0,Electronic check,33.5,669.93,1,0,2023-05-30,544,0
2027,Male,28,West,3,One year,DSL,3,No,0,Electronic check,44.98,134.93,1,0,2023-08-08,389,0
2028,Female,75,West,22,Two year,Fiber optic,23,Yes,2,Mailed check,86.28,1898.05,1,0,2023-01-01,777,0
2029,Female,74,North,7,Two year,DSL,16,No,1,Electronic check,107.76,754.34,1,0,2023-11-11,411,0
2030,Female,21,West,1,One year,DSL,25,Yes,,Bank transfer,84.49,126.735,1,0,2023-06-30,693,1
2031,male,24,South,3,Two year,DSL,24,Yes,0,Credit card,88.96,266.88,0,0,2023-05-04,,1
2032,Male,78,South,55,One year,Fiber optic,59,No,1,Mailed check,84.19,4630.52,1,0,2023-10-20,,0
2033,Male,71,East,41,Month-to-month,Fiber optic,42,Yes,0,Mailed check,73.04,2994.63,0,0,2023-08-02,442,0
2034,Female,18,North,6,One year,DSL,16,No,0,Electronic check,90.91,545.45,1,0,2023-04-06,418,0
2035,Male,72,West,31,One year,Fiber optic,35,No,1,Credit card,20,620,0,0,2023-12-07,550,0
2036,Female,20,East,19,One year,DSL,27,Yes,1,Credit card,73.33,1393.32,0,0,2023-12-09,577,0
2037,Female,55,North,71,Month-to-month,Fiber optic,31,No,0,Credit card,38.65,4116.465,0,0,2023-02-13,462,0
2038,Male,18,North,10,Month-to-month,Fiber optic,67,Yes,0,Bank transfer,104.89,1048.87,1,0,2023-09-26,649,1
2039,Female,55,North,23,Month-to-month,Fiber optic,54,Yes,2,Credit card,65.59,1508.46,1,1,2023-07-04,330,0
2040,Male,46,North,2,Two year,No,0,Yes,1,Electronic check,70.93,141.86,0,1,2023-02-04,757,0
2041,Male,22,East,11,Month-to-month,No,0,Yes,0,Bank transfer,24.85,273.33,0,0,2023-09-27,390,0
2042,MALE,38,West,67,One year,DSL,19,Yes,3,Credit card,100.5,6733.83,1,0,2023-10-06,,0
2043,Male,84,North,16,One year,No,0,Yes,1,Electronic check,88.82,1421.12,0,1,2023-09-17,,0
2044,Male,64,North,7,Month-to-month,DSL,13,No,2,Bank transfer,86.71,606.96,0,0,2023-09-17,808,0
2045,Female,52,East,3,One year,No,0,Yes,0,Bank transfer,45.61,136.83,0,0,2023-10-11,536,0
2046,Female,18,West,25,Two year,DSL,6,Yes,0,Credit card,46.79,1169.77,0,0,2023-01-11,832,0
2047,Female,29,South,21,Month-to-month,DSL,13,Yes,1,Bank transfer,76.71,1610.87,0,1,2023-07-19,350,0
2048,Male,77,South,10,Two year,DSL,16,No,0,Mailed check,49.17,491.65,1,1,2023-08-29,768,0
2049,Male,44,East,61,Month-to-month,DSL,3,No,2,Electronic check,83.05,5065.85,0,0,2023-01-23,687,0
2050,Male,73,South,1,Month-to-month,Fiber optic,46,No,2,Credit card,20,20,1,1,2023-11-22,,0
2051,Female,40,North,8,Two year,No,0,Yes,1,Electronic check,55.37,442.99,1,1,2023-07-18,,0
2052,Male,42,East,51,Two year,Fiber optic,68,Yes,1,Electronic check,123.9,9478.545,0,0,2023-07-11,,0
2053,Female,38,East,8,Two year,Fiber optic,61,Yes,0,Mailed check,83.18,665.48,0,1,2023-05-10,340,0
2054,Female,78,East,6,One year,Fiber optic,40,No,2,Bank transfer,75,450.02,0,1,2023-01-09,785,0
2055,Male,80,East,16,Two year,DSL,20,No,2,Mailed check,129.56,2072.91,0,0,2023-07-02,681,0
2056,Male,69,East,35,Two year,DSL,14,No,0,Mailed check,20,700,0,0,2023-02-04,395,0
2057,Female,42,South,3,Two year,DSL,21,Yes,3,Bank transfer,45.54,136.62,1,0,2023-06-26,592,0
2058,Male,72,South,58,One year,DSL,35,Yes,0,Credit card,57.96,3361.96,0,0,2023-05-04,534,0
2059,Female,63,North,32,Month-to-month,DSL,29,No,0,Electronic check,95.75,3064.02,0,1,2023-12-03,640,0
2060,Male,49,North,4,Two year,DSL,25,Yes,0,Credit card,96.27,577.62,1,0,2023-11-18,837,0
2061,Male,72,East,25,Month-to-month,DSL,15,No,0,Credit card,44.02,1100.49,0,0,2023-02-23,649,0
2062,Female,22,West,10,One year,DSL,27,No,1,Mailed check,99.94,999.39,2,1,2023-10-25,506,0
2063,Male,53,West,11,Month-to-month,No,0,No,0,Bank transfer,57.9,636.91,1,1,2023-06-20,790,0
2064,Female,66,East,31,One year,DSL,3,Yes,0,Bank transfer,106.35,3296.82,2,0,2023-03-10,680,0
2065,Male,75,North,66,Month-to-month,Fiber optic,44,No,1,Electronic check,39.02,2575.37,1,1,2023-01-23,440,0
2066,Female,56,North,3,Month-to-month,Fiber optic,61,No,1,Bank transfer,66.3,198.9,0,0,2023-06-30,,0
2067,Female,78,West,11,Two year,Fiber optic,64,Yes,3,,55.29,608.24,0,0,2023-10-07,663,0
2068,Male,26,East,14,Month-to-month,DSL,26,Yes,0,Bank transfer,101.68,1423.53,0,0,2023-06-23,447,0
2069,Female,23,East,10,One year,DSL,22,No,0,Bank transfer,54.32,543.17,0,0,2023-11-26,804,0
2070,Male,52,West,10,Month-to-month,DSL,18,Yes,1,Credit card,68.73,687.27,1,0,2023-03-31,517,0
2071,Male,56,East,2,Month-to-month,DSL,25,Yes,1,Electronic check,85.2,170.41,0,0,2023-12-17,781,0
2072,Male,39,West,24,Month-to-month,DSL,10,Yes,2,Electronic check,86.36,2072.59,0,0,2023-08-26,715,1
2073,Female,58,North,12,One year,Fiber optic,33,Yes,2,Credit card,96.61,1159.3,1,1,2023-12-23,624,0
2074,Female,22,East,5,Month-to-month,Fiber optic,51,No,0,Bank transfer,76.33,381.67,0,0,2023-09-03,788,0
2075,Male,59,West,34,Two year,Fiber optic,53,Yes,1,Bank transfer,57.45,1953.39,2,0,2023-11-20,707,0
2076,Male,84,South,33,Month-to-month,Fiber optic,13,No,1,Electronic check,59.51,1963.8,1,1,2023-04-04,443,0
2077,Female,47,East,14,Month-to-month,DSL,24,Yes,0,Electronic check,70.77,990.78,1,0,2023-03-11,510,0
2078,Male,74,South,8,Month-to-month,No,0,Yes,0,Electronic check,77.49,619.9,0,0,2023-02-02,558,1
2079,Male,46,West,21,Month-to-month,DSL,27,No,1,Mailed check,65.58,1377.28,0,0,2023-08-23,526,0
2080,Female,54,North,7,One year,Fiber optic,48,Yes,0,Electronic check,70.58,494.03,0,1,2023-01-19,,0
2081,Male,30,East,6,Two year,Fiber optic,97,Yes,4,Bank transfer,24.48,146.89,0,1,2023-05-31,690,0
2082,Female,49,North,27,One year,Fiber optic,36,No,2,Electronic check,90.02,2430.56,0,0,2023-04-14,387,0
2083,Male,63,East,1,Month-to-month,DSL,16,No,1,Bank transfer,75.43,75.43,0,0,2023-01-23,699,0
2084,Female,40,North,2,Month-to-month,Fiber optic,42,No,1,Bank transfer,100.06,200.11,0,0,2023-04-13,608,0
2085,Male,62,South,1,Month-to-month,DSL,19,Yes,0,Bank transfer,70,70,1,1,2023-01-22,303,0
2086,Male,34,South,4,Two year,DSL,16,Yes,0,Electronic check,20,80,1,0,2023-06-11,472,0
2087,Female,83,West,2,Month-to-month,DSL,5,Yes,0,Electronic check,59.25,118.49,1,0,2023-06-08,,0
2088,Male,23,South,110,One year,DSL,14,No,2,Credit card,64,7040.23,1,0,2023-09-21,525,0
2089,Female,35,North,7,Month-to-month,Fiber optic,48,Yes,0,Electronic check,92.29,646.01,0,0,2023-07-23,638,0
2090,Male,39,West,4,Month-to-month,No,0,No,0,Electronic check,20,80,0,1,2023-10-06,505,0
2091,Female,50,East,6,Month-to-month,DSL,32,No,,Electronic check,71.24,427.41,0,0,2023-08-31,401,1
2092,Female,47,West,56,Month-to-month,No,0,No,3,Mailed check,85.41,4782.97,0,1,2023-05-10,357,0
2093,Female,49,North,15,One year,No,0,No,2,Electronic check,50.16,752.33,1,0,2023-01-19,449,0
2094,Female,59,East,10,Month-to-month,No,0,No,,Mailed check,72.24,722.39,0,0,2023-11-28,551,1
2095,Male,27,South,42,One year,No,0,Yes,3,Bank transfer,51.19,2149.93,0,0,2023-04-08,778,0
2096,Male,53,North,11,Month-to-month,DSL,42,No,0,Bank transfer,48.11,529.24,0,0,2023-05-27,727,0
2097,Female,51,East,9,Two year,DSL,33,No,1,Bank transfer,57.75,519.73,2,0,2023-07-02,841,0
2098,Female,45,East,5,Month-to-month,Fiber optic,34,No,0,Bank transfer,48.68,243.4,0,1,2023-01-25,823,0
